,Store,Brand,Type,Gender,Size,Color,Category,Sales.Price,Date,Time,Loyalty,Month,NA.,test
671,Rotterdam,Asics,Hera Deux Single Tab,Female,46-48,Black,Socks,12.99,7/29/15,1899-12-30 15:14:44,---,7,31,
672,Rotterdam,Asics,MB1878,Male,46,Black,Pants,99,7/29/15,1899-12-30 15:58:55,---,7,31,
673,Rotterdam,Nike,Pro Hero,Female,80A,Black,Bra,99,7/29/15,1899-12-30 16:10:22,35535,7,31,
674,Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Black,Socks,21,7/29/15,1899-12-30 17:12:33,---,7,31,
675,Rotterdam,Asics,WB2585,Female,41,Black,Pants,99,7/29/15,1899-12-30 17:22:22,32358,7,31,
676,Rotterdam,Asics,MB1878,Male,43,Black,Pants,99,7/29/15,1899-12-30 17:38:44,37168,7,31,
677,Tokyo,Asics,Kayano Single Tab,Unisex,38-40,Black,Socks,24.99,7/29/15,1899-12-30 08:41:17,---,7,31,
678,Tokyo,Asics,WB1820,Female,43,Black,Pants,89,7/29/15,1899-12-30 13:04:48,---,7,31,
679,Tokyo,Asics,WB1820,Female,43,Black,Pants,89,7/29/15,1899-12-30 20:09:36,---,7,31,
680,Tokyo,Adidas,Boston 5,Female,41,Black,Shoe,120,7/29/15,1899-12-30 21:12:58,---,7,31,
681,Tokyo,Adidas,Ultra Boost,Male,45,Black,Shoe,139,7/29/15,1899-12-30 13:56:11,58505,7,31,
682,Tokyo,Adidas,Rocket Boost,Male,45,Black,Shoe,110,7/29/15,1899-12-30 17:43:39,59934,7,31,
683,Tokyo,Adidas,Boston 5,Male,46,Black,Shoe,125,7/29/15,1899-12-30 14:22:22,---,7,31,
684,Tokyo,Adidas,Ultra Boost,Female,44,Black,Shoe,139,7/29/15,1899-12-30 10:28:22,58192,7,31,
685,Tokyo,Adidas,Boston 5,Female,43,Black,Shoe,120,7/29/15,1899-12-30 10:26:44,42994,7,31,
686,Tokyo,Asics,MB1878,Male,42,Black,Pants,99,7/30/15,1899-12-30 09:10:05,---,7,31,
687,Tokyo,Asics,MB1878,Male,44,Black,Pants,99,7/30/15,1899-12-30 09:25:56,42261,7,31,
688,Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,36-38,Black,Socks,21,7/30/15,1899-12-30 11:57:08,49163,7,31,
689,Tokyo,Asics,MB1878,Male,40,Black,Pants,99,7/30/15,1899-12-30 12:18:44,49936,7,31,
690,Tokyo,Asics,MB1878,Male,46,Black,Pants,99,7/30/15,1899-12-30 12:54:44,49605,7,31,
691,Tokyo,Asics,Hera Deux Single Tab,Female,36-38,Black,Socks,12.99,7/30/15,1899-12-30 15:18:44,41686,7,31,
692,Tokyo,Asics,MB1878,Male,36,Black,Pants,99,7/30/15,1899-12-30 16:03:22,43713,7,31,
693,Tokyo,Asics,Cummulus 17,Male,39,Black,Shoe,159,7/30/15,1899-12-30 16:24:58,---,7,31,
694,Tokyo,Asics,WB2585,Female,37,Black,Pants,99,7/30/15,1899-12-30 18:17:17,---,7,31,
695,Tokyo,Asics,MB1878,Male,45,Black,Pants,99,7/30/15,1899-12-30 18:24:29,---,7,31,
696,Tokyo,Asics,MB1878,Male,36,Black,Pants,99,7/30/15,1899-12-30 19:12:00,43662,7,31,
697,Tokyo,Asics,WB2585,Female,43,Black,Pants,99,7/30/15,1899-12-30 22:16:20,48551,7,31,
698,Tokyo,Asics,WB2585,Female,38,Black,Pants,99,7/30/15,1899-12-30 23:00:58,---,7,31,
699,Tokyo,Asics,MB1878,Male,42,Black,Pants,99,7/30/15,1899-12-30 23:35:32,---,7,31,
700,Rotterdam,Asics,MB1878,Male,44,Black,Pants,99,7/30/15,1899-12-30 09:45:50,38245,7,31,
701,Rotterdam,Asics,MB1878,Male,39,Black,Pants,99,7/30/15,1899-12-30 10:52:55,---,7,31,
702,Rotterdam,Asics,WB2585,Female,38,Black,Pants,99,7/30/15,1899-12-30 11:43:39,---,7,31,
703,Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Black,Socks,21,7/30/15,1899-12-30 11:48:33,34758,7,31,
704,Rotterdam,Asics,Hera Deux Single Tab,Female,38-40,Black,Socks,12.99,7/30/15,1899-12-30 12:08:11,---,7,31,
705,Rotterdam,Asics,WB2585,Female,41,Black,Pants,99,7/30/15,1899-12-30 12:34:22,---,7,31,
706,Rotterdam,Asics,WB1820,Female,37,Black,Pants,89,7/30/15,1899-12-30 13:10:22,---,7,31,
707,Rotterdam,Nike,Dri-Fit No-Show,Unisex,42-44,Black,Socks,20,7/30/15,1899-12-30 14:50:11,30052,7,31,
708,Rotterdam,Asics,Quick Light Cushion,Unisex,44-46,Black,Socks,19,7/30/15,1899-12-30 15:19:39,---,7,31,
709,Rotterdam,Asics,MB1878,Male,39,Black,Pants,99,7/30/15,1899-12-30 16:00:33,33485,7,31,
710,Rotterdam,Asics,MB1878,Male,42,Black,Pants,99,7/30/15,1899-12-30 16:02:11,39003,7,31,
711,Rotterdam,Asics,WB1820,Female,42,Black,Pants,89,7/30/15,1899-12-30 16:21:50,---,7,31,
712,Rotterdam,Asics,MB1878,Male,39,Black,Pants,99,7/30/15,1899-12-30 16:25:06,---,7,31,
713,Rotterdam,Asics,WB2585,Female,41,Black,Pants,99,7/30/15,1899-12-30 16:48:00,---,7,31,
714,Tokyo,Asics,Hera Deux Single Tab,Female,44-46,Black,Socks,12.99,7/30/15,1899-12-30 12:46:05,56000,7,31,
715,Tokyo,Asics,WB1820,Female,42,Black,Pants,89,7/30/15,1899-12-30 14:22:34,56237,7,31,
716,Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,36-38,Black,Socks,21,7/30/15,1899-12-30 15:48:58,58825,7,31,
717,Tokyo,Asics,MB1878,Male,40,Black,Pants,99,7/30/15,1899-12-30 16:06:15,---,7,31,
718,Tokyo,Asics,Kayano Single Tab,Unisex,42-44,Black,Socks,24.99,7/30/15,1899-12-30 16:06:15,---,7,31,
719,Tokyo,Asics,WB1820,Female,36,Black,Pants,89,7/30/15,1899-12-30 17:49:56,---,7,31,
720,Tokyo,Asics,Quick Light Cushion,Unisex,36-38,Black,Socks,19,7/30/15,1899-12-30 18:07:12,51887,7,31,
721,Tokyo,Asics,WB1820,Female,42,Black,Pants,89,7/30/15,1899-12-30 19:09:08,57646,7,31,
722,Tokyo,Asics,MB1878,Male,43,Black,Pants,99,7/30/15,1899-12-30 19:52:20,59577,7,31,
723,Tokyo,Asics,MB1878,Male,43,Black,Pants,99,7/30/15,1899-12-30 20:03:51,54576,7,31,
724,Tokyo,Nike,Pro Indy,Female,90F,Black,Bra,123,7/30/15,1899-12-30 23:12:29,50387,7,31,
725,Tokyo,Adidas,Boston 5,Female,38,Black,Shoe,120,7/30/15,1899-12-30 10:12:00,---,7,31,
726,Tokyo,Adidas,Boston 5,Female,39,Black,Shoe,120,7/30/15,1899-12-30 14:38:44,---,7,31,
727,Tokyo,Asics,MB1878,Male,41,Black,Pants,99,7/31/15,1899-12-30 07:42:15,46522,7,31,
728,Tokyo,Asics,MB1878,Male,41,Black,Pants,99,7/31/15,1899-12-30 08:42:44,46106,7,31,
729,Tokyo,Asics,MB1878,Male,41,Black,Pants,99,7/31/15,1899-12-30 09:23:03,---,7,31,
730,Tokyo,Asics,WB1820,Female,42,Black,Pants,89,7/31/15,1899-12-30 11:22:34,47298,7,31,
731,Tokyo,Asics,WB1820,Female,37,Black,Pants,89,7/31/15,1899-12-30 11:51:22,45649,7,31,
732,Tokyo,Asics,MB1878,Male,44,Black,Pants,99,7/31/15,1899-12-30 14:22:34,40604,7,31,
733,Tokyo,Asics,MB1878,Male,44,Black,Pants,99,7/31/15,1899-12-30 14:24:00,44821,7,31,
734,Tokyo,Asics,MB1878,Male,40,Black,Pants,99,7/31/15,1899-12-30 14:49:56,45745,7,31,
735,Tokyo,Asics,WB1820,Female,37,Black,Pants,89,7/31/15,1899-12-30 16:53:46,---,7,31,
736,Tokyo,Asics,MB1878,Male,45,Black,Pants,99,7/31/15,1899-12-30 17:02:24,40917,7,31,
737,Tokyo,Asics,WB1820,Female,37,Black,Pants,89,7/31/15,1899-12-30 17:51:22,45051,7,31,
738,Tokyo,Nike,Pro Fierce,Female,70A,Black,Bra,149,7/31/15,1899-12-30 18:10:05,---,7,31,
739,Tokyo,Asics,MB1878,Male,38,Black,Pants,99,7/31/15,1899-12-30 19:24:58,48024,7,31,
740,Tokyo,Asics,MB1878,Male,41,Black,Pants,99,7/31/15,1899-12-30 19:33:36,---,7,31,
741,Tokyo,Asics,MB1878,Male,44,Black,Pants,99,7/31/15,1899-12-30 20:25:27,43240,7,31,
742,Tokyo,Nike,Hyper Elite Crew,Unisex,42-44,Black,Socks,20,7/31/15,1899-12-30 20:28:20,---,7,31,
743,Tokyo,Asics,WB1820,Female,43,Black,Pants,89,7/31/15,1899-12-30 20:34:05,45940,7,31,
744,Tokyo,Asics,MB1878,Male,41,Black,Pants,99,7/31/15,1899-12-30 21:56:10,46854,7,31,
745,Rotterdam,Nike,Hyper Elite Crew,Unisex,38-40,Black,Socks,20,7/31/15,1899-12-30 10:02:11,36434,7,31,
746,Rotterdam,Asics,MB1878,Male,38,Black,Pants,99,7/31/15,1899-12-30 10:18:33,30881,7,31,
747,Rotterdam,Asics,MB1878,Male,43,Black,Pants,99,7/31/15,1899-12-30 10:31:39,33379,7,31,
748,Rotterdam,Asics,MB1878,Male,36,Black,Pants,99,7/31/15,1899-12-30 12:04:55,31853,7,31,
749,Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Black,Socks,21,7/31/15,1899-12-30 12:29:28,---,7,31,
750,Rotterdam,Asics,MB1878,Male,43,Black,Pants,99,7/31/15,1899-12-30 13:13:39,34061,7,31,
751,Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Black,Socks,21,7/31/15,1899-12-30 13:23:28,---,7,31,
752,Rotterdam,Asics,MB1878,Male,44,Black,Pants,99,7/31/15,1899-12-30 13:36:33,33284,7,31,
753,Rotterdam,Asics,MB1878,Male,39,Black,Pants,99,7/31/15,1899-12-30 14:24:00,38571,7,31,
754,Rotterdam,Asics,WB2585,Female,42,Black,Pants,99,7/31/15,1899-12-30 15:14:44,32864,7,31,
755,Rotterdam,Asics,Kayano Single Tab,Unisex,36-38,Black,Socks,24.99,7/31/15,1899-12-30 15:54:00,30632,7,31,
756,Rotterdam,Nike,Dri-Fit No-Show,Unisex,40-42,Black,Socks,20,7/31/15,1899-12-30 16:21:50,---,7,31,
757,Rotterdam,Asics,MB1878,Male,39,Black,Pants,99,7/31/15,1899-12-30 16:23:28,31930,7,31,
758,Rotterdam,Asics,MB1878,Male,40,Black,Pants,99,7/31/15,1899-12-30 16:41:28,---,7,31,
759,Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Black,Socks,21,7/31/15,1899-12-30 16:49:39,36239,7,31,
760,Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Black,Socks,21,7/31/15,1899-12-30 16:49:39,36239,7,31,
761,Tokyo,Asics,Quick Light Cushion,Unisex,44-46,Black,Socks,19,7/31/15,1899-12-30 10:42:15,59814,7,31,
762,Tokyo,Asics,MB1878,Male,45,Black,Pants,99,7/31/15,1899-12-30 10:53:46,---,7,31,
763,Tokyo,Nike,Pro Indy,Female,75C,Black,Bra,123,7/31/15,1899-12-30 13:04:48,58942,7,31,
764,Tokyo,Nike,Pro Fierce,Female,85B,Black,Bra,149,7/31/15,1899-12-30 14:02:24,54145,7,31,
765,Tokyo,Asics,WB1820,Female,41,Black,Pants,89,7/31/15,1899-12-30 14:57:08,---,7,31,
766,Tokyo,Asics,MB1878,Male,46,Black,Pants,99,7/31/15,1899-12-30 18:25:56,54230,7,31,
767,Tokyo,Asics,MB1878,Male,45,Black,Pants,99,7/31/15,1899-12-30 18:40:20,50256,7,31,
768,Tokyo,Asics,WB1820,Female,41,Black,Pants,89,7/31/15,1899-12-30 19:04:48,---,7,31,
769,Tokyo,Asics,MB1878,Male,40,Black,Pants,99,7/31/15,1899-12-30 22:46:34,51100,7,31,
770,Tokyo,Asics,MB1878,Male,43,Black,Pants,99,7/31/15,1899-12-30 22:52:20,---,7,31,
771,Tokyo,Nike,Hyper Elite Crew,Unisex,44-46,Black,Socks,20,7/31/15,1899-12-30 22:56:39,50151,7,31,
772,Tokyo,Adidas,Boston 5,Male,46,Black,Shoe,125,7/31/15,1899-12-30 14:22:22,---,7,31,
773,Tokyo,Adidas,Ultra Boost,Female,40,Black,Shoe,139,7/31/15,1899-12-30 16:54:33,58971,7,31,
